resume_id,profile_hash,dataset_version,split,target_job_family,education,school_category,major,english_level,experience,projects,skills_raw,skills_normalized,skill_levels,profile_text,screening_label,screening_label_original,screening_label_revised,label_disagreement
resume_87dc3f2191aa1a9a,27ce4592962310584a6b,revised_with_original_label_audit,train,前端开发工程师,专科,普通高校,计算机类,无,"[{""company_size"":""small_company"",""duration"":""3―5年""},{""company_size"":""medium_company"",""duration"":""1―3年""}]","{""small"":12,""medium"":2,""large"":0}","{""programming_language"":[""Java"",""JavaScript""],""frontend"":[""HTML/CSS"",""React/Vue"",""Webpack"",""TypeScript""],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""JavaScript"",""HTML"",""CSS"",""React"",""Vue"",""Webpack"",""TypeScript""]","{""Java"":""熟练"",""JavaScript"":""熟练"",""HTML"":""熟练"",""CSS"":""熟练"",""React"":""精通"",""Vue"":""精通"",""Webpack"":""了解"",""TypeScript"":""精通""}",意向岗位：前端开发工程师。学历：专科。专业：计算机类。英语水平：无。技能：Java（熟练）、JavaScript（熟练）、HTML（熟练）、CSS（熟练）、React（精通）、Vue（精通）、Webpack（了解）、TypeScript（精通）。工作经验：small_company企业经验：3―5年；medium_company企业经验：1―3年。项目经验：小型项目12个，中型项目2个，大型项目0个。,通过,通过,通过,False
resume_a4b47ef9a2098f6d,74a28b85b7405b0326c0,revised_with_original_label_audit,train,数据分析师,专科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""},{""company_size"":""medium_company"",""duration"":""3―5年""}]","{""small"":14,""medium"":8,""large"":0}","{""programming_language"":[""Python"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""SQL"",""Go"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""熟练"",""SQL"":""掌握"",""Go"":""熟练"",""MySQL"":""掌握"",""PostgreSQL"":""熟练"",""MongoDB"":""熟练"",""Redis"":""掌握"",""Pandas"":""掌握"",""NumPy"":""掌握"",""TensorFlow"":""熟练"",""PyTorch"":""熟练"",""Hadoop"":""熟练"",""Spark"":""熟练"",""Tableau"":""熟练"",""Power BI"":""熟练"",""FineBI"":""熟练""}",意向岗位：数据分析师。学历：专科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、SQL（掌握）、Go（熟练）、MySQL（掌握）、PostgreSQL（熟练）、MongoDB（熟练）、Redis（掌握）、Pandas（掌握）、NumPy（掌握）、TensorFlow（熟练）、PyTorch（熟练）、Hadoop（熟练）、Spark（熟练）、Tableau（熟练）、Power BI（熟练）、FineBI（熟练）。工作经验：small_company企业经验：5年以上；medium_company企业经验：3―5年。项目经验：小型项目14个，中型项目8个，大型项目0个。,通过,通过,通过,False
resume_f931403ac25be11a,cd6f2afc13f3632b29ab,revised_with_original_label_audit,train,测试工程师,本科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""}]","{""small"":14,""medium"":0,""large"":2}","{""programming_language"":[""Java""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter""]}","[""Java"",""Selenium"",""JMeter""]","{""Java"":""掌握"",""Selenium"":""熟练"",""JMeter"":""熟练""}",意向岗位：测试工程师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Java（掌握）、Selenium（熟练）、JMeter（熟练）。工作经验：small_company企业经验：5年以上。项目经验：小型项目14个，中型项目0个，大型项目2个。,不通过,通过,不通过,True
resume_99e9ed789022bd45,ba9a4e81cf764560c22b,revised_with_original_label_audit,test,运维工程师,本科,普通高校,计算机类,无,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":7,""medium"":0,""large"":0}","{""programming_language"":[""Java""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""Docker/Kubernetes"",""Linux""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""Docker"",""Kubernetes"",""Linux""]","{""Java"":""熟练"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Linux"":""熟练""}",意向岗位：运维工程师。学历：本科。专业：计算机类。英语水平：无。技能：Java（熟练）、Docker（掌握）、Kubernetes（掌握）、Linux（熟练）。工作经验：small_company企业经验：1―3年。项目经验：小型项目7个，中型项目0个，大型项目0个。,通过,通过,通过,False
resume_a8958fc3c858cd10,8e54a26ef97aba0f107b,revised_with_original_label_audit,dev,前端开发工程师,本科,普通高校,计算机类,英语六级,"[{""company_size"":""small_company"",""duration"":""5年以上""}]","{""small"":2,""medium"":3,""large"":1}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL""],""frontend"":[""HTML/CSS"",""React/Vue"",""Webpack"",""TypeScript"",""Redux/Vuex""],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""HTML"",""CSS"",""React"",""Vue"",""Webpack"",""TypeScript"",""Redux"",""Vuex""]","{""Python"":""精通"",""Java"":""熟练"",""JavaScript"":""掌握"",""SQL"":""掌握"",""HTML"":""精通"",""CSS"":""精通"",""React"":""精通"",""Vue"":""精通"",""Webpack"":""精通"",""TypeScript"":""熟练"",""Redux"":""精通"",""Vuex"":""精通""}",意向岗位：前端开发工程师。学历：本科。专业：计算机类。英语水平：英语六级。技能：Python（精通）、Java（熟练）、JavaScript（掌握）、SQL（掌握）、HTML（精通）、CSS（精通）、React（精通）、Vue（精通）、Webpack（精通）、TypeScript（熟练）、Redux（精通）、Vuex（精通）。工作经验：small_company企业经验：5年以上。项目经验：小型项目2个，中型项目3个，大型项目1个。,通过,通过,通过,False
resume_8bca2b35ccf018eb,0c176f3fa081e03f391f,revised_with_original_label_audit,train,后端开发工程师,本科,普通高校,计算机类,无,"[{""company_size"":""small_company"",""duration"":""5年以上""},{""company_size"":""medium_company"",""duration"":""3―5年""}]","{""small"":9,""medium"":3,""large"":1}","{""programming_language"":[""Java"",""SQL""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask""],""database"":[""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""SQL"",""Spring Boot"",""Django"",""Flask"",""Redis""]","{""Java"":""熟练"",""SQL"":""了解"",""Spring Boot"":""掌握"",""Django"":""精通"",""Flask"":""精通"",""Redis"":""精通""}",意向岗位：后端开发工程师。学历：本科。专业：计算机类。英语水平：无。技能：Java（熟练）、SQL（了解）、Spring Boot（掌握）、Django（精通）、Flask（精通）、Redis（精通）。工作经验：small_company企业经验：5年以上；medium_company企业经验：3―5年。项目经验：小型项目9个，中型项目3个，大型项目1个。,通过,通过,通过,False
resume_b4307cbab43e6284,0d72b3b86ce1ea76ba80,revised_with_original_label_audit,dev,云计算工程师,专科,普通高校,非计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""SQL""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""AWS/Azure"",""Docker/Kubernetes"",""Terraform""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""SQL"",""AWS"",""Azure"",""Docker"",""Kubernetes"",""Terraform""]","{""Python"":""熟练"",""SQL"":""精通"",""AWS"":""熟练"",""Azure"":""熟练"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Terraform"":""熟练""}",意向岗位：云计算工程师。学历：专科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、SQL（精通）、AWS（熟练）、Azure（熟练）、Docker（掌握）、Kubernetes（掌握）、Terraform（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_1e445e125e50e7a8,eaf09e9d4fe5c8d5084e,revised_with_original_label_audit,train,全栈开发工程师,本科,普通高校,非计算机类,英语四级,[],"{""small"":13,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[""HTML/CSS"",""React/Vue"",""Webpack"",""TypeScript"",""Redux/Vuex""],""backend"":[""Spring Boot"",""Django/Flask"",""Kafka/RabbitMQ""],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""HTML"",""CSS"",""React"",""Vue"",""Webpack"",""TypeScript"",""Redux"",""Vuex"",""Spring Boot"",""Django"",""Flask"",""Kafka"",""RabbitMQ"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""]","{""Python"":""了解"",""Java"":""熟练"",""JavaScript"":""熟练"",""SQL"":""熟练"",""Go"":""掌握"",""HTML"":""精通"",""CSS"":""精通"",""React"":""精通"",""Vue"":""精通"",""Webpack"":""熟练"",""TypeScript"":""掌握"",""Redux"":""掌握"",""Vuex"":""掌握"",""Spring Boot"":""精通"",""Django"":""熟练"",""Flask"":""熟练"",""Kafka"":""熟练"",""RabbitMQ"":""熟练"",""MySQL"":""精通"",""PostgreSQL"":""了解"",""MongoDB"":""熟练"",""Redis"":""了解""}",意向岗位：全栈开发工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（了解）、Java（熟练）、JavaScript（熟练）、SQL（熟练）、Go（掌握）、HTML（精通）、CSS（精通）、React（精通）、Vue（精通）、Webpack（熟练）、TypeScript（掌握）、Redux（掌握）、Vuex（掌握）、Spring Boot（精通）、Django（熟练）、Flask（熟练）、Kafka（熟练）、RabbitMQ（熟练）、MySQL（精通）、PostgreSQL（了解）、MongoDB（熟练）、Redis（了解）。工作经验：未填写。项目经验：小型项目13个，中型项目0个，大型项目0个。,通过,通过,通过,False
resume_180101dec44d8cfa,6993684e99463c5578ff,revised_with_original_label_audit,test,测试工程师,本科,211高校,计算机类,英语六级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter"",""Postman""]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Selenium"",""JMeter"",""Postman""]","{""Python"":""精通"",""Java"":""熟练"",""JavaScript"":""精通"",""SQL"":""了解"",""Go"":""掌握"",""Selenium"":""掌握"",""JMeter"":""掌握"",""Postman"":""掌握""}",意向岗位：测试工程师。学历：本科。专业：计算机类。英语水平：英语六级。技能：Python（精通）、Java（熟练）、JavaScript（精通）、SQL（了解）、Go（掌握）、Selenium（掌握）、JMeter（掌握）、Postman（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_1e4fc97e2e00ff2a,567b37da5ef0f4e79f9a,revised_with_original_label_audit,train,后端开发工程师,本科,211高校,计算机类,英语六级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Go""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask""],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Go"",""Spring Boot"",""Django"",""Flask"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""]","{""Python"":""熟练"",""Go"":""掌握"",""Spring Boot"":""精通"",""Django"":""熟练"",""Flask"":""熟练"",""MySQL"":""熟练"",""PostgreSQL"":""精通"",""MongoDB"":""熟练"",""Redis"":""掌握""}",意向岗位：后端开发工程师。学历：本科。专业：计算机类。英语水平：英语六级。技能：Python（熟练）、Go（掌握）、Spring Boot（精通）、Django（熟练）、Flask（熟练）、MySQL（熟练）、PostgreSQL（精通）、MongoDB（熟练）、Redis（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,通过,不通过,True
resume_952359092a1719e4,9fafd94306adaed05cd6,revised_with_original_label_audit,train,后端开发工程师,专科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":2,""medium"":0,""large"":0}","{""programming_language"":[""Java"",""JavaScript"",""SQL""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask"",""RESTful API"",""Node.js"",""Kafka/RabbitMQ""],""database"":[""MySQL"",""PostgreSQL""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""JavaScript"",""SQL"",""Spring Boot"",""Django"",""Flask"",""RESTful API"",""Node.js"",""Kafka"",""RabbitMQ"",""MySQL"",""PostgreSQL""]","{""Java"":""精通"",""JavaScript"":""了解"",""SQL"":""熟练"",""Spring Boot"":""熟练"",""Django"":""熟练"",""Flask"":""熟练"",""RESTful API"":""掌握"",""Node.js"":""熟练"",""Kafka"":""熟练"",""RabbitMQ"":""熟练"",""MySQL"":""掌握"",""PostgreSQL"":""熟练""}",意向岗位：后端开发工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Java（精通）、JavaScript（了解）、SQL（熟练）、Spring Boot（熟练）、Django（熟练）、Flask（熟练）、RESTful API（掌握）、Node.js（熟练）、Kafka（熟练）、RabbitMQ（熟练）、MySQL（掌握）、PostgreSQL（熟练）。工作经验：small_company企业经验：1―3年。项目经验：小型项目2个，中型项目0个，大型项目0个。,不通过,通过,不通过,True
resume_97eba04411096e5b,391e727eb9952b9244a6,revised_with_original_label_audit,train,数据分析师,本科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""},{""company_size"":""medium_company"",""duration"":""1年以下""}]","{""small"":5,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""SQL"",""Go"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""熟练"",""Java"":""精通"",""SQL"":""熟练"",""Go"":""精通"",""MySQL"":""精通"",""MongoDB"":""熟练"",""Pandas"":""熟练"",""NumPy"":""熟练"",""TensorFlow"":""精通"",""PyTorch"":""精通"",""Tableau"":""熟练"",""Power BI"":""熟练"",""FineBI"":""熟练""}",意向岗位：数据分析师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（精通）、SQL（熟练）、Go（精通）、MySQL（精通）、MongoDB（熟练）、Pandas（熟练）、NumPy（熟练）、TensorFlow（精通）、PyTorch（精通）、Tableau（熟练）、Power BI（熟练）、FineBI（熟练）。工作经验：small_company企业经验：1―3年；medium_company企业经验：1年以下。项目经验：小型项目5个，中型项目0个，大型项目0个。,通过,通过,通过,False
resume_5679eaec9bee5e29,a0076e7e739d81b342ec,revised_with_original_label_audit,dev,后端开发工程师,专科,普通高校,计算机类,无,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":12,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""SQL""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask"",""RESTful API""],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""SQL"",""Spring Boot"",""Django"",""Flask"",""RESTful API"",""MySQL"",""MongoDB""]","{""Python"":""熟练"",""SQL"":""熟练"",""Spring Boot"":""精通"",""Django"":""精通"",""Flask"":""精通"",""RESTful API"":""熟练"",""MySQL"":""熟练"",""MongoDB"":""精通""}",意向岗位：后端开发工程师。学历：专科。专业：计算机类。英语水平：无。技能：Python（熟练）、SQL（熟练）、Spring Boot（精通）、Django（精通）、Flask（精通）、RESTful API（熟练）、MySQL（熟练）、MongoDB（精通）。工作经验：small_company企业经验：1―3年。项目经验：小型项目12个，中型项目0个，大型项目0个。,不通过,通过,不通过,True
resume_c2f3a02f07d1a8ae,e5fb666a8b972fbccf9b,revised_with_original_label_audit,test,后端开发工程师,专科,普通高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask"",""RESTful API"",""Kafka/RabbitMQ""],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Spring Boot"",""Django"",""Flask"",""RESTful API"",""Kafka"",""RabbitMQ"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""]","{""Python"":""掌握"",""Java"":""熟练"",""JavaScript"":""了解"",""SQL"":""熟练"",""Go"":""精通"",""Spring Boot"":""熟练"",""Django"":""掌握"",""Flask"":""掌握"",""RESTful API"":""熟练"",""Kafka"":""掌握"",""RabbitMQ"":""掌握"",""MySQL"":""熟练"",""PostgreSQL"":""熟练"",""MongoDB"":""掌握"",""Redis"":""掌握""}",意向岗位：后端开发工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Python（掌握）、Java（熟练）、JavaScript（了解）、SQL（熟练）、Go（精通）、Spring Boot（熟练）、Django（掌握）、Flask（掌握）、RESTful API（熟练）、Kafka（掌握）、RabbitMQ（掌握）、MySQL（熟练）、PostgreSQL（熟练）、MongoDB（掌握）、Redis（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_7837868e3e37f75a,1c050273c8bb8de0397e,revised_with_original_label_audit,test,云计算工程师,本科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""3―5年""},{""company_size"":""medium_company"",""duration"":""1―3年""},{""company_size"":""large_company"",""duration"":""1―3年""}]","{""small"":5,""medium"":5,""large"":0}","{""programming_language"":[""Python""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""AWS/Azure"",""Docker/Kubernetes"",""Linux"",""Ansible"",""Terraform""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""AWS"",""Azure"",""Docker"",""Kubernetes"",""Linux"",""Ansible"",""Terraform""]","{""Python"":""精通"",""AWS"":""精通"",""Azure"":""精通"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Linux"":""了解"",""Ansible"":""熟练"",""Terraform"":""熟练""}",意向岗位：云计算工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（精通）、AWS（精通）、Azure（精通）、Docker（掌握）、Kubernetes（掌握）、Linux（了解）、Ansible（熟练）、Terraform（熟练）。工作经验：small_company企业经验：3―5年；medium_company企业经验：1―3年；large_company企业经验：1―3年。项目经验：小型项目5个，中型项目5个，大型项目0个。,通过,通过,通过,False
resume_2f0b4a4d53627391,4ae291ddb3924a43f197,revised_with_original_label_audit,train,数据工程师,本科,普通高校,非计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""TensorFlow/PyTorch"",""Hadoop/Spark""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""SQL"",""Go"",""MySQL"",""MongoDB"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark""]","{""Python"":""掌握"",""Java"":""熟练"",""SQL"":""熟练"",""Go"":""掌握"",""MySQL"":""熟练"",""MongoDB"":""掌握"",""TensorFlow"":""掌握"",""PyTorch"":""掌握"",""Hadoop"":""掌握"",""Spark"":""掌握""}",意向岗位：数据工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（掌握）、Java（熟练）、SQL（熟练）、Go（掌握）、MySQL（熟练）、MongoDB（掌握）、TensorFlow（掌握）、PyTorch（掌握）、Hadoop（掌握）、Spark（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_ca7da3df74d4d73e,42bccd889b0b5bed160c,revised_with_original_label_audit,test,测试工程师,专科,普通高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JUnit"",""JMeter"",""Postman""]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Selenium"",""JUnit"",""JMeter"",""Postman""]","{""Python"":""熟练"",""Java"":""熟练"",""JavaScript"":""熟练"",""SQL"":""掌握"",""Go"":""了解"",""Selenium"":""熟练"",""JUnit"":""熟练"",""JMeter"":""熟练"",""Postman"":""掌握""}",意向岗位：测试工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（熟练）、JavaScript（熟练）、SQL（掌握）、Go（了解）、Selenium（熟练）、JUnit（熟练）、JMeter（熟练）、Postman（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_9580d153298c7e87,7807ed9cc011d17279dd,revised_with_original_label_audit,train,运维工程师,专科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""Docker/Kubernetes"",""Linux"",""Ansible""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""Go"",""Docker"",""Kubernetes"",""Linux"",""Ansible""]","{""Python"":""掌握"",""Java"":""掌握"",""JavaScript"":""精通"",""Go"":""掌握"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Linux"":""精通"",""Ansible"":""掌握""}",意向岗位：运维工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Python（掌握）、Java（掌握）、JavaScript（精通）、Go（掌握）、Docker（掌握）、Kubernetes（掌握）、Linux（精通）、Ansible（掌握）。工作经验：small_company企业经验：1―3年。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_cc8730c17e6e2352,d6ed3cfede9cf43f5149,revised_with_original_label_audit,test,运维工程师,本科,普通高校,非计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""JavaScript""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""AWS/Azure"",""Docker/Kubernetes"",""Linux"",""Ansible"",""Terraform""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""JavaScript"",""AWS"",""Azure"",""Docker"",""Kubernetes"",""Linux"",""Ansible"",""Terraform""]","{""Python"":""掌握"",""JavaScript"":""熟练"",""AWS"":""掌握"",""Azure"":""掌握"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Linux"":""掌握"",""Ansible"":""了解"",""Terraform"":""了解""}",意向岗位：运维工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（掌握）、JavaScript（熟练）、AWS（掌握）、Azure（掌握）、Docker（掌握）、Kubernetes（掌握）、Linux（掌握）、Ansible（了解）、Terraform（了解）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_5a64df43888cb7b1,3eb77acfbac2c5ceb6c5,revised_with_original_label_audit,train,数据分析师,本科,普通高校,计算机类,无,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":12,""medium"":0,""large"":0}","{""programming_language"":[""Java"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Java"",""SQL"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""Tableau"",""Power BI"",""FineBI""]","{""Java"":""熟练"",""SQL"":""熟练"",""MySQL"":""掌握"",""MongoDB"":""掌握"",""Pandas"":""掌握"",""NumPy"":""掌握"",""Tableau"":""熟练"",""Power BI"":""熟练"",""FineBI"":""熟练""}",意向岗位：数据分析师。学历：本科。专业：计算机类。英语水平：无。技能：Java（熟练）、SQL（熟练）、MySQL（掌握）、MongoDB（掌握）、Pandas（掌握）、NumPy（掌握）、Tableau（熟练）、Power BI（熟练）、FineBI（熟练）。工作经验：small_company企业经验：1―3年。项目经验：小型项目12个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_7458072be5bfb6a5,6b4ab2c29cb908643b8f,revised_with_original_label_audit,train,数据工程师,本科,普通高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""PostgreSQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Hadoop/Spark""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""MySQL"",""PostgreSQL"",""MongoDB"",""Hadoop"",""Spark""]","{""Python"":""熟练"",""Java"":""了解"",""JavaScript"":""熟练"",""SQL"":""掌握"",""MySQL"":""掌握"",""PostgreSQL"":""熟练"",""MongoDB"":""熟练"",""Hadoop"":""掌握"",""Spark"":""掌握""}",意向岗位：数据工程师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（了解）、JavaScript（熟练）、SQL（掌握）、MySQL（掌握）、PostgreSQL（熟练）、MongoDB（熟练）、Hadoop（掌握）、Spark（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_6932e34b99a061c4,7d4e15ade911232a2a06,revised_with_original_label_audit,train,数据工程师,本科,普通高校,计算机类,英语六级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":6,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""PostgreSQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Hadoop/Spark""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""MySQL"",""PostgreSQL"",""MongoDB"",""Hadoop"",""Spark""]","{""Python"":""掌握"",""Java"":""精通"",""JavaScript"":""掌握"",""SQL"":""熟练"",""Go"":""了解"",""MySQL"":""熟练"",""PostgreSQL"":""了解"",""MongoDB"":""熟练"",""Hadoop"":""熟练"",""Spark"":""熟练""}",意向岗位：数据工程师。学历：本科。专业：计算机类。英语水平：英语六级。技能：Python（掌握）、Java（精通）、JavaScript（掌握）、SQL（熟练）、Go（了解）、MySQL（熟练）、PostgreSQL（了解）、MongoDB（熟练）、Hadoop（熟练）、Spark（熟练）。工作经验：small_company企业经验：1―3年。项目经验：小型项目6个，中型项目0个，大型项目0个。,通过,不通过,通过,True
